video-name,t-start,t-end,label,video-duration,fps,video-num-frames
-y5p8UMdM20,71.96092,74.16156,Springboard diving,141.06,29.97002997002997,4226
-y5p8UMdM20,87.58546,89.1259,Springboard diving,141.06,29.97002997002997,4226
-y5p8UMdM20,100.34917,105.6307,Springboard diving,141.06,29.97002997002997,4226
-y5p8UMdM20,121.69537,124.33613999999999,Springboard diving,141.06,29.97002997002997,4226
-ySxFjhhK4Y,27.799090000000003,38.96625,Shot put,152.321667,30.0,4568
-ySxFjhhK4Y,63.43895,73.65571,Shot put,152.321667,30.0,4568
-z0ZvJD9gY4,0.01,107.22828,Bathing dog,110.456,30.0,3311
-zHX3Gdx6I4,1.60845,45.389540000000004,High jump,50.305,29.917,1504
-zfOvigQLdA,1.54593,13.821720000000001,Springboard diving,24.24,25.0,605
-zfOvigQLdA,16.62009,19.68318,Springboard diving,24.24,25.0,605
-zp0Sban5Wk,80.88578000000001,167.05022,Preparing pasta,186.501667,29.97002997002997,5588
0-CYG7bH54A,45.738009999999996,113.65796999999999,Preparing pasta,125.735,25.0,3142
0-F3q8Aj9Zk,1.61779,8.73606,High jump,207.353333,29.97002997002997,6213
0-F3q8Aj9Zk,23.94329,34.94426,High jump,207.353333,29.97002997002997,6213
0-F3q8Aj9Zk,47.88657,85.41929,High jump,207.353333,29.97002997002997,6213
0-F3q8Aj9Zk,99.33229,151.10155,High jump,207.353333,29.97002997002997,6213
0-F3q8Aj9Zk,161.13185,195.42899,High jump,207.353333,29.97002997002997,6213
00S8I27qDU4,3.50593,18.81515,Javelin throw,37.455,25.0,932
02yDi9BaDO8,7.757210000000001,73.3299,Doing step aerobics,77.677,29.97,2327
04LdesS7Pxk,13.570979999999999,164.87291000000002,Shaving,185.085,29.97002997002997,5546
06ofnvq2Hjs,19.88185,192.81886,Skateboarding,203.451667,29.97002997002997,6096
07GFy_Z7Nuc,2.2031099999999997,27.23419,Using parallel bars,60.093333,29.97002997002997,1800
07GFy_Z7Nuc,27.19503,54.983990000000006,Using parallel bars,60.093333,29.97002997002997,1800
085A7Iv6xzA,38.78488,133.50666,Kayaking,160.913333,29.97002997002997,4821
08uNrWxxHGY,5.4735,183.40302,Painting,192.26,29.97002997002997,5761
09G6PvM5q9Y,88.79335,188.75151,Cleaning shoes,203.126667,24.0,4874
09G6PvM5q9Y,46.73067,67.88394,Cleaning shoes,203.126667,24.0,4874
0A-p1Q0rseE,25.8169,38.125890000000005,Mixing drinks,102.468333,29.97002997002997,3070
0A-p1Q0rseE,49.95531,58.427730000000004,Mixing drinks,102.468333,29.97002997002997,3070
0BXBfSWIR2k,0.39395,3.7881099999999996,Windsurfing,6.68,25.0,166
0CTnYEE7rdo,1.85093,6.940989999999999,Skateboarding,148.235,30.0,4442
0CTnYEE7rdo,16.88975,32.159929999999996,Skateboarding,148.235,30.0,4442
0CTnYEE7rdo,43.03415,57.1475,Skateboarding,148.235,30.0,4442
0CTnYEE7rdo,106.6599,113.13816000000001,Skateboarding,148.235,30.0,4442
0ERgbWePjWk,0.2,2.55273,Springboard diving,4.108333,29.97002997002997,122
0FTaJwbFdZI,6.354509999999999,188.09345,Belly dance,203.568333,25.0,5088
0Gr4aKQzGYk,30.09665,56.67415,Getting a piercing,67.336667,29.97002997002997,2017
0H_9zlnmW4U,144.25718,220.95426,Tai chi,230.108333,29.97002997002997,6895
0H_9zlnmW4U,14.538829999999999,131.49733,Tai chi,230.108333,29.97002997002997,6895
0IFJNGqjsUQ,12.71238,20.6346,Walking the dog,118.026667,29.97002997002997,3536
0IFJNGqjsUQ,89.53941,94.32958,Walking the dog,118.026667,29.97002997002997,3536
0JCM9uzZafU,6.758089999999999,215.19192,Doing nails,227.926667,29.97002997002997,6830
0JpULUYPDX0,10.72756,80.91441999999999,Tennis serve with ball bouncing,99.984,30.0,2997
0JpULUYPDX0,17.77404,29.6234,Tennis serve with ball bouncing,99.984,30.0,2997
0JpULUYPDX0,56.440369999999994,72.65529000000001,Tennis serve with ball bouncing,99.984,30.0,2997
0JpULUYPDX0,85.28421,97.60131,Tennis serve with ball bouncing,99.984,30.0,2997
0K1SrDmREzs,1.02512,51.29685,Discus throw,52.568,29.97002997002997,1574
0LebHO3TvzE,12.59039,18.321189999999998,Kayaking,18.505,29.97002997002997,553
0McanL-Gob8,10.88055,211.72487999999998,Getting a tattoo,228.67,29.97002997002997,6852
0Mn0gxECBLA,10.91428,43.01993,Mowing the lawn,62.996,29.97,1887
0O589B9zr84,60.431869999999996,85.48867,Hand washing clothes,114.848,29.97002997002997,3441
0PLaN0hmMDY,25.6336,234.73052,Wrapping presents,234.613333,30.0,7037
0PbmXOVIwGc,4.99935,117.9184,Grooming horse,120.775,17.04,718
0PnAEoMx-v0,5.89799,66.52035,Playing guitarra,95.711667,29.97002997002997,2867
0PyY_iHBZHk,65.31524,99.85538000000001,Playing water polo,104.93,25.0,2622
0Q9RHSEFeMI,11.66719,158.71702,Doing step aerobics,166.51,29.97002997002997,4989
0QDPpdms08g,0.0,120.0,Doing kickboxing,119.601,23.96300102774923,2865
0QDPpdms08g,54.819419999999994,77.03251999999999,Doing kickboxing,119.601,23.96300102774923,2865
0Qed9-9yp9Q,47.093109999999996,67.69635,Hammer throw,209.52,25.0,5237
0Qed9-9yp9Q,129.17902,202.762,Hammer throw,209.52,25.0,5237
0Qed9-9yp9Q,88.95365,107.26763999999999,Hammer throw,209.52,25.0,5237
0RUMAGGab1k,22.430039999999998,94.08966,Playing harmonica,124.391,29.97,3727
0T7yANM5I5Y,12.44542,21.66682,Clean and jerk,22.179,25.0,552
0UR4hXxt68E,12.32136,200.38415,Cheerleading,207.795,24.0,4986
0VHUSC4YFT4,64.51699,79.49897,Bungee jumping,86.433,30.0,2592
0Z_mhRoqG2E,9.29631,58.14422,Rock climbing,108.2,30.0,3245
0Zg9UgCp4a4,53.57731999999999,92.32781,Hopscotch,109.734,15.0,1645
0_BvBpwDMpU,0.0,57.167530000000006,Using the pommel horse,57.12,25.0,1427
0_xap_BBDrw,1.1228,47.38217,Layup drill in basketball,47.878333,30.0,1435
0acEl97ZBME,7.40568,23.73017,Smoking a cigarette,102.792,29.97002997002997,3077
0bbL30qENMg,16.386120000000002,24.894289999999998,Washing face,201.965,15.0,3028
0bbL30qENMg,79.72476,132.03429,Washing face,201.965,15.0,3028
0bbL30qENMg,144.95411000000001,159.44953,Washing face,201.965,15.0,3028
0bjHe_5nACw,21.203329999999998,24.31575,Playing violin,124.596667,29.97002997002997,3733
0bjHe_5nACw,28.011740000000003,29.956999999999997,Playing violin,124.596667,29.97002997002997,3733
0bjHe_5nACw,81.50639,86.75859,Playing violin,124.596667,29.97002997002997,3733
0bjHe_5nACw,102.70971999999999,108.74002,Playing violin,124.596667,29.97002997002997,3733
0dgmG3h9RLA,1.03911,6.29577,Playing bagpipes,78.345,14.985,1173
0dgmG3h9RLA,17.17585,21.45453,Playing bagpipes,78.345,14.985,1173
0dkIuFFlLRM,20.22321,32.18,Spinning,94.643333,24.0,2270
0dkIuFFlLRM,44.43201,45.76055,Spinning,94.643333,24.0,2270
0dkIuFFlLRM,57.56972,62.29339,Spinning,94.643333,24.0,2270
0fw8it7Gj7k,3.4253400000000003,85.15913,Polishing forniture,163.143333,29.97002997002997,4888
0gkxTQGR6zI,0.01,38.1736,Ping-pong,38.563,25.0,950
0h45uztur-o,126.7101,154.8679,Wrapping presents,171.896667,25.0,4296
0h45uztur-o,27.519479999999998,122.714,Wrapping presents,171.896667,25.0,4296
0hWGSkDnRHA,1.62703,8.13513,Playing water polo,208.515,29.97002997002997,6248
0ivHmKR8cUw,13.5209,81.26921,Mixing drinks,92.092,29.97,2759
0jBwj0bfZ3Y,1.25975,29.207440000000002,Playing kickball,29.893,28.0,836
0kykNR9FUWU,0.45688,97.40100000000001,Using the balance beam,97.57,29.97002997002997,2923
0p3JN4KJsUs,13.04637,87.24661,Ballet,97.268333,29.97002997002997,2914
0qTzoVjsMpQ,208.48747,218.70054,Smoking hookah,225.673333,29.97002997002997,6762
0rDLcTmgzGQ,3.7686800000000003,130.22895,Playing polo,134.207,25.0,3351
0rDb-zfhH0E,76.23028000000001,197.00664,Doing karate,201.034,29.97,6024
0ufZs4e24Xs,6.51695,162.10904,Doing kickboxing,174.0,10.0,1739
0vIFg1eE7Tw,8.73743,195.24196,Putting on makeup,203.661667,25.0,5090
0vJfctL116Y,11.78491,45.05993,Preparing salad,148.073333,23.976023976023978,3549
0vJfctL116Y,53.37869,125.47458999999999,Preparing salad,148.073333,23.976023976023978,3549
0wwx4wnHv-U,0.6386,6.25549,Tennis serve with ball bouncing,8.706667,30.0,260
0xxl3iG3VKY,0.6579,6.14044,Javelin throw,46.816,24.916666666666668,1164
0xxl3iG3VKY,19.15233,34.06483,Javelin throw,46.816,24.916666666666668,1164
0ys4fnsu9Jc,3.3651400000000002,55.619119999999995,Dodgeball,64.411667,30.0,1931
0z7qHOca3D4,16.3915,30.98173,Horseback riding,115.448333,29.97002997002997,3459
0z7qHOca3D4,34.58426,39.44767,Horseback riding,115.448333,29.97002997002997,3459
0z7qHOca3D4,42.3297,48.093740000000004,Horseback riding,115.448333,29.97002997002997,3459
0z7qHOca3D4,49.895,82.13762,Horseback riding,115.448333,29.97002997002997,3459
0z7qHOca3D4,86.28053,94.38622,Horseback riding,115.448333,29.97002997002997,3459
0zXTrkgUj0U,13.82528,48.94143,Vacuuming floor,56.678333,30.0,1699
0zXTrkgUj0U,4.9724900000000005,11.0968,Vacuuming floor,56.678333,30.0,1699
0z_dyY_89ys,66.1936,82.89244000000001,Cleaning windows,96.379,29.97002997002997,2887
1-nEQf-TJPE,9.00066,11.15196,Mixing drinks,55.522,29.97,1663
1-nEQf-TJPE,9.00066,11.15196,Mixing drinks,55.522,29.97,1663
10uSu442cOE,7.26929,126.88224,Playing flauta,141.106667,23.976023976023978,3382
12qgT1JASV4,2.98244,27.33905,Doing kickboxing,159.241667,29.766078748723473,4740
12qgT1JASV4,32.30979,54.42957,Doing kickboxing,159.241667,29.766078748723473,4740
12qgT1JASV4,74.31251,137.93794,Doing kickboxing,159.241667,29.766078748723473,4740
13hdhdieZuc,14.74022,44.22065,Putting on makeup,51.141,29.917,1529
13vEnzRCKzo,5.03041,124.97153999999999,Ironing clothes,131.164,29.97,3930
14X-i7vqXWU,84.60762,201.05641,Cheerleading,211.123,30.0,6332
14dA-qLmNZo,25.14226,29.92642,Sailing,65.178333,25.0,1628
16g-sBraeKE,50.33958,170.59282,Doing nails,225.163333,23.976023976023978,5397
17ytsjuUCRA,0.01,54.4964,Bathing dog,54.705,19.0,1038
18QVPZgjy8w,62.73166,74.58064,Playing badminton,132.3,30.0,3968
18QVPZgjy8w,86.52095,112.09863999999999,Playing badminton,132.3,30.0,3968
18qVzfQ9VAs,7.6696100000000005,64.83305,Cumbia,70.737,29.97,2119
19SHLOheCmo,0.01,227.70592000000002,Tai chi,231.033,30.0,6930
1AZxtWKkRlo,3.31564,182.05903999999998,Cheerleading,193.211667,29.97002997002997,5789
1Ao43T5yRjI,14.456129999999998,145.09842,Shot put,182.043333,25.0,4550
1AxGiLSmGZo,0.01,56.11544,Windsurfing,60.0,25.0,1499
1BWF1U1dJ_w,23.29052,26.9245,Making a sandwich,105.858333,23.976023976023978,2537
1BfYAuxv6Wk,18.43779,56.502919999999996,Mixing drinks,63.483333,29.97002997002997,1901
1Cdqwg7Giv4,16.57206,32.85338,Discus throw,186.223333,29.97002997002997,5580
1Cdqwg7Giv4,37.79593,59.60126999999999,Discus throw,186.223333,29.97002997002997,5580
1Cdqwg7Giv4,67.16045,86.34916,Discus throw,186.223333,29.97002997002997,5580
1Cdqwg7Giv4,91.58244,110.4804,Discus throw,186.223333,29.97002997002997,5580
1Cdqwg7Giv4,119.49328,141.58936,Discus throw,186.223333,29.97002997002997,5580
1Cdqwg7Giv4,147.11338,176.76864,Discus throw,186.223333,29.97002997002997,5580
1Cf8TkmsbMU,12.305710000000001,22.914070000000002,Spinning,135.933,30.0,4077
1Cf8TkmsbMU,62.589369999999995,74.04641,Spinning,135.933,30.0,4077
1Cf8TkmsbMU,105.02283999999999,107.35668000000001,Spinning,135.933,30.0,4077
1D7iddqIIhM,8.12706,15.73378,Smoking hookah,15.846,24.0,379
1Dpm9kvn3M8,3.9398699999999995,78.83153,Smoking a cigarette,84.49,15.002,1259
1ErQKcUju8o,97.96126,102.01931,Ballet,104.048333,29.97002997002997,3117
1GXQLnTalcg,8.58341,13.56179,Brushing teeth,109.91,29.97,3293
1GXQLnTalcg,35.363659999999996,61.97225,Brushing teeth,109.91,29.97,3293
1GXQLnTalcg,69.35398,86.00581,Brushing teeth,109.91,29.97,3293
1GzrcmQ5Pcc,13.2476,50.49086,Dodgeball,160.263333,23.976023976023978,3841
1GzrcmQ5Pcc,71.48706,128.22679,Dodgeball,160.263333,23.976023976023978,3841
1HWajOhmPVg,4.69742,13.75874,Hammer throw,26.652,29.97002997002997,794
1JEQbXJC85w,51.7034,193.61364,Preparing salad,223.7,30.0,6710
1JHqxhajh60,0.01,8.64449,Bathing dog,99.613333,30.0,2987
1JHqxhajh60,13.62871,42.91095,Bathing dog,99.613333,30.0,2987
1JHqxhajh60,43.845490000000005,72.66046999999999,Bathing dog,99.613333,30.0,2987
1JHqxhajh60,74.21803,86.99008,Bathing dog,99.613333,30.0,2987
1JHqxhajh60,90.10521,97.73729,Bathing dog,99.613333,30.0,2987
1LrEiYVd3qg,75.55776999999999,96.37179,Starting a campfire,182.716667,29.97002997002997,5475
1MQkI4UafqE,1.9243,69.58507,Tumbling,79.69,29.97002997002997,2387
1OJa2iiFxfk,16.45101,223.36817000000002,Polishing shoes,234.275,29.0,6793
1OmzECVyIww,16.21653,37.03992,Using the pommel horse,45.765,29.97002997002997,1370
1R25VGmqS9o,0.0,72.19084000000001,Playing field hockey,72.005,14.540656898826471,1047
1SouLWwpbvU,0.01,107.50553000000001,Doing step aerobics,130.76,25.0,3268
1Uur858vdY8,3.88016,23.918429999999997,Long jump,30.765,25.0,768
1V0TqgcXSVk,27.759009999999996,87.73158000000001,Doing step aerobics,104.704,29.97,3137
1VDNFR3vQR4,1.7435599999999998,52.38987,Doing kickboxing,52.752,29.97,1580
1VmqefkNV_8,97.02334,124.20171,Doing kickboxing,171.78,30.0,5152
1Xav7gMRCOQ,12.96412,42.48774,Doing step aerobics,44.32,25.0,1107
1XicledQXng,56.27391,89.32066999999999,Brushing hair,121.018,30.0,3627
1Y1pKGFm-pQ,0.25593,5.42561,Putting on makeup,32.785,29.97002997002997,981
1Y1pKGFm-pQ,13.71759,20.187379999999997,Putting on makeup,32.785,29.97002997002997,981
1Z3mjpu1I2A,7.25886,140.77423000000002,Washing dishes,152.555,30.0,4575
1cccnJAK7TI,0.61857,15.05176,Getting a tattoo,66.515,30.0,1979
1cccnJAK7TI,24.12405,35.6706,Getting a tattoo,66.515,30.0,1979
1ezOsdHncXo,39.6641,64.50293,Washing hands,83.311667,23.976023976023978,1996
1fF1OQtpctg,7.66679,191.33632,Cheerleading,213.633,30.0,6408
1fmaEo3wzxg,16.12999,189.18815,Getting a tattoo,193.258333,29.97002997002997,5791
1gradpCDbPU,6.01154,17.564970000000002,Washing hands,60.138333,30.0,1803
1gradpCDbPU,23.8583,29.775909999999996,Washing hands,60.138333,30.0,1803
1hTqfvjis9E,22.1492,33.28601,Hammer throw,39.866,30.0,1195
1izVZnE0l7k,7.475160000000001,162.82846,Washing dishes,208.281667,30.0,6247
1nXLVjfupto,125.04685,171.91705,Wrapping presents,229.25,29.97002997002997,6869
1o-Fx2dGfpc,28.21257,54.35784,Playing violin,77.855,29.97002997002997,2332
1o-Fx2dGfpc,59.343680000000006,71.13946,Playing violin,77.855,29.97002997002997,2332
1o9RGnujlkI,23.40205,96.47194,Archery,130.366,30.0,3910
1o9RGnujlkI,5.49524,15.26455,Archery,130.366,30.0,3910
1o9RGnujlkI,106.44478000000001,130.461,Archery,130.366,30.0,3910
1oaJBEdY6ao,16.83571,37.38203,Mowing the lawn,39.314,30.0,1176
1opIvQF0m_M,58.0245,112.89241000000001,Kayaking,116.098333,29.97002997002997,3478
1oyWMusaDTI,0.01,61.71853,Windsurfing,62.103,30.0,1847
1pOmOTz-bzk,4.2431,59.565380000000005,Kayaking,63.589,25.0,1586
1p_HYu0EZAk,10.50107,29.88443,Washing dishes,45.486667,29.97002997002997,1362
1qi8ZXUH_wY,0.0,61.186930000000004,Wrapping presents,82.523333,29.97002997002997,2472
1sA-lEbrgak,6.912789999999999,15.762360000000001,Clean and jerk,70.08,25.0,1751
1sA-lEbrgak,32.36895,66.89318,Clean and jerk,70.08,25.0,1751
1tEJRzqqalM,13.5217,204.62846000000002,Grooming horse,231.131,29.97002997002997,6926
1xQTlp0hscs,69.00713,206.65531000000001,Painting,234.613333,29.97002997002997,7030
1xcFq3SkTKk,35.90769,165.02971000000002,Doing step aerobics,175.728333,25.0,4392
1y9s_l_DIEk,0.58358,20.74944,Doing karate,20.82,30.0,621
1zyyumIi0iQ,22.27058,99.04071,Cheerleading,232.151667,29.97,6956
20i6YGSnt-c,5.39522,49.8421,Shaving,54.566667,25.0,1363
21krmbuT21s,0.0,51.59259,Using uneven bars,58.071667,29.97002997002997,1739
27Pg4wHah2I,0.0,1.75138,Playing piano,93.506667,29.97002997002997,2801
27Pg4wHah2I,8.173110000000001,11.675880000000001,Playing piano,93.506667,29.97002997002997,2801
27Pg4wHah2I,25.10314,27.730209999999996,Playing piano,93.506667,29.97002997002997,2801
27e4y89XeyI,4.32413,16.16848,Ironing clothes,20.038333,29.97002997002997,599
28QW8P1x_LE,0.0,189.55898,Zumba,192.515,30.0,5774
29kX1NaPGP0,37.284620000000004,99.581,Tennis serve with ball bouncing,99.566667,29.97002997002997,2983
2DCeEAz8iO8,59.6733,98.52216,Playing polo,164.075,30.0,4921
2DCeEAz8iO8,10.4855,51.27867,Playing polo,164.075,30.0,4921
2Dlfwnvz76Q,5.86262,68.59874,Playing harmonica,77.4,25.0,1934
2EQMXueAmCA,0.38306999999999997,26.432170000000003,Playing squash,27.246667,29.916666666666668,815
2ESPauwYUnQ,2.55275,24.67654,Ironing clothes,30.24,25.0,755
2FRzNpVz6f8,0.52881,55.87721,Playing polo,56.446667,25.0,1410
2GSSuYAWFc8,5.24259,96.70414,Getting a piercing,125.735,29.97002997002997,3767
2Is_nJdG2to,2.91149,14.86046,Brushing hair,18.668333,29.97002997002997,558
2KsL5MBiZcc,0.87482,31.868370000000002,Playing field hockey,32.131,29.97002997002997,959
2L9pp85KvbQ,0.2,73.75556,Smoking hookah,73.979,30.0,2216
2N129Bw1jiQ,4.3406,13.84113,Hopscotch,17.93,30.0,535
2NAbdlHXcTI,0.81844,19.798379999999998,Discus throw,21.066,30.0,631
2NITA0d4vqo,26.20647,126.65432,Ping-pong,158.475,29.97002997002997,4748
2OEc8kPVn_Y,7.38138,186.67353,Tai chi,212.712,29.97,6374
2OPk79DNQdM,17.44969,112.81642,Brushing hair,119.63,29.97002997002997,3584
2Ot4ZPYpNwI,2.2661700000000002,198.77578,Playing harmonica,206.541667,24.0,4956
2PAVJbmj2lQ,0.81847,55.14683,Layup drill in basketball,57.759,29.917,1727
2PBdNJcQcp4,21.789260000000002,199.62321,Belly dance,217.801667,25.0,5444
2Peh_gdQCjg,78.74315,135.54138,Playing badminton,141.501667,25.0,3536
2Peh_gdQCjg,11.48662,66.77102,Playing badminton,141.501667,25.0,3536
2Q0WGQbJbso,9.09811,74.68446,Playing violin,128.208,25.0,3203
2QO41PbOUJ0,3.6668800000000004,84.07158000000001,Smoking a cigarette,85.385,29.97,2558
2QeU2xYPdWE,41.25094,70.57176,Discus throw,76.174,29.97002997002997,2279
2QeU2xYPdWE,11.69271,43.38154,Discus throw,76.174,29.97002997002997,2279
2R_TVXvocQs,5.80808,97.94543,Zumba,169.17,29.97002997002997,5068
2R_TVXvocQs,106.95653999999999,160.77834,Zumba,169.17,29.97002997002997,5068
